,Player,Mat,Inn,NO,Runs,Avg,100,50,Point,catagory
876,FL Fane (ENG),14,27.0,1.0,682.0,26.23,1.0,3.0,1.0088218678008445,4
877,JF Crapp (ENG),7,13.0,2.0,319.0,29.0,0.0,3.0,1.0043685624413052,4
878,PE Whitelaw (NZ),2,4.0,2.0,64.0,32.0,0.0,0.0,1.0023814754930493,4
879,JG Bracewell (NZ),41,60.0,11.0,1001.0,20.42,1.0,4.0,0.9861214842036296,4
880,DW Steyn (SA),93,119.0,27.0,1251.0,13.59,0.0,2.0,0.983301580558858,4
881,H Carter (AUS),28,47.0,9.0,873.0,22.97,0.0,4.0,0.982050892243313,4
882,SJ Snooke (SA),26,46.0,1.0,1008.0,22.4,1.0,5.0,0.9809154449930724,4
883,SC Williams (ZIM),10,20.0,0.0,553.0,27.65,1.0,2.0,0.9744580215634467,4
884,A Mitchell (ENG),6,10.0,0.0,298.0,29.8,0.0,2.0,0.9719734570239104,4
885,LS Darling (AUS),12,18.0,1.0,474.0,27.88,0.0,3.0,0.9661413761989575,4
886,K Thomson (NZ),2,4.0,1.0,94.0,31.33,0.0,1.0,0.9627456594270112,4
887,RG Twose (NZ),16,27.0,2.0,628.0,25.12,0.0,6.0,0.961756095318292,4
888,D Dasgupta (INDIA),8,13.0,1.0,344.0,28.66,1.0,2.0,0.9608541480820457,4
889,EDAS McMorris (WI),13,21.0,0.0,564.0,26.85,1.0,3.0,0.9574288336239084,4
890,CW Wright (ENG),3,4.0,0.0,125.0,31.25,0.0,1.0,0.957010784129209,4
891,Ali Naqvi (PAK),5,9.0,1.0,242.0,30.25,1.0,0.0,0.9469151369991209,4
892,N Phillip (WI),9,15.0,5.0,297.0,29.7,0.0,0.0,0.9425299493278974,4
893,TT Bresnan (ENG),23,26.0,4.0,575.0,26.13,0.0,3.0,0.9375989900269956,4
894,JD Campbell (WI),6,12.0,2.0,298.0,29.8,0.0,1.0,0.9370877592498998,4
895,RJ Peterson (SA),15,20.0,3.0,464.0,27.29,0.0,3.0,0.9315768892521012,4
896,GH Dockrell (IRE),1,2.0,0.0,64.0,32.0,0.0,0.0,0.92937802050024,4
897,GF Linde (SA),1,2.0,0.0,64.0,32.0,0.0,0.0,0.92937802050024,4
898,MDK Perera (SL),41,73.0,8.0,1208.0,18.58,0.0,6.0,0.9216888591623138,4
899,TS Worthington (ENG),9,11.0,0.0,321.0,29.18,1.0,1.0,0.9211840199124008,4
900,KJ O'Keeffe (AUS),24,34.0,9.0,644.0,25.76,0.0,1.0,0.9145187838770559,4
901,FR Martin (WI),9,18.0,1.0,486.0,28.58,1.0,0.0,0.9112636843094413,4
902,RMH Binny (INDIA),27,41.0,5.0,830.0,23.05,0.0,5.0,0.9081784561760848,4
903,A Jadeja (INDIA),15,24.0,2.0,576.0,26.18,0.0,4.0,0.9033880492241243,4
904,JL Pattinson (AUS),20,24.0,9.0,415.0,27.66,0.0,0.0,0.8968613833365642,4
905,MJ Santner (NZ),22,29.0,0.0,741.0,25.55,1.0,2.0,0.8945505965158488,4
906,Mansoor Akhtar (PAK),19,29.0,3.0,655.0,25.19,1.0,3.0,0.8909399932680291,4
907,PV Simmons (WI),26,47.0,2.0,1002.0,22.26,1.0,4.0,0.8819280056351697,4
908,MD Bell (NZ),18,32.0,2.0,729.0,24.3,2.0,3.0,0.8806959745354525,4
909,KK Jennings (ENG),17,32.0,1.0,781.0,25.19,2.0,1.0,0.8718438511773012,4
910,WW Whysall (ENG),4,7.0,0.0,209.0,29.85,0.0,2.0,0.8682305651700511,4
911,KJ Wadsworth (NZ),33,51.0,4.0,1010.0,21.48,0.0,5.0,0.8650162732610365,4
912,CWJ Athey (ENG),23,41.0,1.0,919.0,22.97,1.0,4.0,0.8514937907060894,4
913,UDU Chandana (SL),16,24.0,1.0,616.0,26.78,0.0,2.0,0.8472832657840595,4
914,GA Greenidge (WI),5,9.0,2.0,209.0,29.85,0.0,1.0,0.8433455644138115,4
915,JR Murray (WI),33,45.0,4.0,918.0,22.39,1.0,3.0,0.8406624283980585,4
916,WGA Parkhouse (ENG),7,13.0,0.0,373.0,28.69,0.0,2.0,0.8390706846565422,4
917,GOB Allen (ENG),25,33.0,2.0,750.0,24.19,1.0,3.0,0.8365345177597738,4
918,AB Fudadin (WI),3,5.0,1.0,122.0,30.5,0.0,1.0,0.8325856149383988,4
919,CA Best (WI),8,13.0,1.0,342.0,28.5,1.0,1.0,0.8288278436541812,4
920,Liton Das (BDESH),18,31.0,1.0,744.0,24.8,0.0,4.0,0.8246854388976139,4
921,AJ Pycroft (ZIM),3,5.0,0.0,152.0,30.4,0.0,1.0,0.8121010918316665,4
922,W Barnes (ENG),21,33.0,2.0,725.0,23.38,1.0,5.0,0.8099316747418521,4
923,KJ Barnett (ENG),4,7.0,0.0,207.0,29.57,0.0,2.0,0.8094527693947401,4
924,IWG Johnson (AUS),45,66.0,12.0,1000.0,18.51,0.0,6.0,0.8046320031966976,4
925,P Holmes (ENG),7,14.0,1.0,357.0,27.46,0.0,4.0,0.8035128303351801,4
926,KD Ghavri (INDIA),39,57.0,14.0,913.0,21.23,0.0,2.0,0.7836078120266406,4
927,KL Hutchings (ENG),7,12.0,0.0,341.0,28.41,1.0,1.0,0.7682035143847756,4
928,Z Khan (INDIA),92,127.0,24.0,1231.0,11.95,0.0,3.0,0.7621883254717516,4
929,CA McWatt (WI),6,9.0,2.0,202.0,28.85,0.0,2.0,0.7414057741176273,4
930,W Ferguson (WI),8,10.0,3.0,200.0,28.57,0.0,2.0,0.7341307513653769,4
931,TJ Franklin (NZ),21,37.0,1.0,828.0,23.0,1.0,4.0,0.7300782982437675,4
932,AFG Griffith (WI),14,27.0,1.0,638.0,24.53,1.0,4.0,0.7293835169128178,4
933,KD Boyce (WI),21,30.0,3.0,657.0,24.33,0.0,4.0,0.7284602719063179,4
934,AG Archer (ENG),1,2.0,1.0,31.0,31.0,0.0,0.0,0.7220694830638623,4
935,AC Smith (ENG),6,7.0,3.0,118.0,29.5,0.0,1.0,0.7176883997289765,4
936,MA Carberry (ENG),6,12.0,0.0,345.0,28.75,0.0,1.0,0.71323594619359,4
937,RGD Willis (ENG),90,128.0,55.0,840.0,11.5,0.0,0.0,0.7130872647017743,4
938,NV Knight (ENG),17,30.0,0.0,719.0,23.96,1.0,4.0,0.7119956360537238,4
939,RH Vance (NZ),4,7.0,0.0,207.0,29.57,0.0,1.0,0.7115643136456908,4
940,PL Taylor (AUS),13,19.0,3.0,431.0,26.93,0.0,2.0,0.7062901742249251,4
941,S Abid Ali (INDIA),29,53.0,3.0,1018.0,20.36,0.0,6.0,0.7034101365448158,4
942,Younis Ahmed (PAK),4,7.0,1.0,177.0,29.5,0.0,1.0,0.6971422450323872,4
943,TN Madondo (ZIM),3,4.0,1.0,90.0,30.0,0.0,1.0,0.6970844376916445,4
944,SP O'Donnell (AUS),6,10.0,3.0,206.0,29.42,0.0,0.0,0.6967391620823784,4
945,TE Blain (NZ),11,20.0,3.0,456.0,26.82,0.0,2.0,0.6920408424367452,4
946,CE McLeod (AUS),17,29.0,5.0,573.0,23.87,1.0,4.0,0.6835596599210277,4
947,DJ Insole (ENG),9,17.0,2.0,408.0,27.2,1.0,1.0,0.6826325642291882,4
948,J Worrall (AUS),11,22.0,3.0,478.0,25.15,0.0,5.0,0.6814934377271362,4
949,RG Archer (AUS),19,30.0,1.0,713.0,24.58,1.0,2.0,0.6788927763845599,4
950,GH Hirst (ENG),24,38.0,3.0,790.0,22.57,0.0,5.0,0.6786407442164473,4
951,HG Deane (SA),17,27.0,2.0,628.0,25.12,0.0,3.0,0.6780914250889151,4
952,Adnan Akmal (PAK),21,29.0,5.0,591.0,24.62,0.0,3.0,0.6738857081670843,4
953,HJH Scott (AUS),8,14.0,1.0,359.0,27.61,1.0,1.0,0.6692819062403708,4
954,Sarfraz Nawaz (PAK),55,72.0,13.0,1045.0,17.71,0.0,4.0,0.6664070936434453,4
955,JH Hampshire (ENG),8,16.0,1.0,403.0,26.86,1.0,2.0,0.6659942958241577,4
956,DPB Morkel (SA),16,28.0,1.0,663.0,24.55,0.0,4.0,0.6644810228364635,4
957,W Mathias (PAK),21,36.0,3.0,783.0,23.72,0.0,3.0,0.6599358036631309,4
958,RT Spooner (ENG),7,14.0,1.0,354.0,27.23,0.0,3.0,0.6564709304926161,4
959,GC Grant (WI),12,22.0,6.0,413.0,25.81,0.0,3.0,0.6471479574000822,4
960,GHS Trott (AUS),24,42.0,0.0,921.0,21.92,1.0,4.0,0.6402408712766087,4
961,DAJ Holford (WI),24,39.0,5.0,768.0,22.58,1.0,3.0,0.6388573444046375,4
962,JA Warrican (WI),8,14.0,9.0,142.0,28.4,0.0,0.0,0.6306398177001113,4
963,NM Lyon (AUS),95,122.0,38.0,1025.0,12.2,0.0,0.0,0.6252194515860763,4
964,MJ Horton (ENG),2,2.0,0.0,60.0,30.0,0.0,1.0,0.6240322165584873,4
965,C Gladwin (ENG),8,11.0,5.0,170.0,28.33,0.0,1.0,0.6184150142705072,4
966,VJ Marks (ENG),6,10.0,1.0,249.0,27.66,0.0,3.0,0.6181971908519739,4
967,AFA Lilley (ENG),35,52.0,8.0,903.0,20.52,0.0,4.0,0.6104457353323963,4
968,PL van der Merwe (SA),15,23.0,2.0,533.0,25.38,0.0,3.0,0.6013333261279017,4
969,CT Bancroft (AUS),10,18.0,1.0,446.0,26.23,0.0,3.0,0.5893565072177778,4
970,AW Roberts (NZ),5,10.0,1.0,248.0,27.55,0.0,3.0,0.5849675827206721,4
971,TR Gripper (ZIM),20,38.0,1.0,809.0,21.86,1.0,5.0,0.5839643505407663,4
972,WK Lees (NZ),21,37.0,4.0,778.0,23.57,1.0,1.0,0.5789980989536752,4
973,H Trumble (AUS),32,57.0,14.0,851.0,19.79,0.0,4.0,0.5738783168542909,4
974,Lord Harris (ENG),4,6.0,1.0,145.0,29.0,0.0,1.0,0.5616410677856334,4
975,J Iddon (ENG),5,7.0,1.0,170.0,28.33,0.0,2.0,0.5602958630161667,4
976,MF Kent (AUS),3,6.0,0.0,171.0,28.5,0.0,2.0,0.5443419746548857,4
977,AJ Finch (AUS),5,10.0,0.0,278.0,27.8,0.0,2.0,0.5384611162296701,4
978,PF Warner (ENG),15,28.0,2.0,622.0,23.92,1.0,3.0,0.5374673856939739,4
979,CL White (AUS),4,7.0,2.0,146.0,29.2,0.0,0.0,0.5369628624600067,4
980,BAG Murray (NZ),13,26.0,1.0,598.0,23.92,0.0,5.0,0.536695910311145,4
981,Imam-ul-Haq (PAK),11,21.0,2.0,485.0,25.52,0.0,3.0,0.5346843680479195,4
982,NC Johnson (ZIM),13,23.0,1.0,532.0,24.18,1.0,4.0,0.5303078282032085,4
983,EH Mattis (WI),4,5.0,0.0,145.0,29.0,0.0,1.0,0.530139688798114,4
984,W Place (ENG),3,6.0,1.0,144.0,28.8,1.0,0.0,0.5293922699633709,4
985,AB Barath (WI),15,28.0,0.0,657.0,23.46,1.0,4.0,0.5249429196435613,4
986,RB Kenny (INDIA),5,10.0,1.0,245.0,27.22,0.0,3.0,0.5152808493800771,4
987,TC Lowry (NZ),7,8.0,0.0,223.0,27.87,0.0,2.0,0.512946987191151,4
988,BA Pocock (NZ),15,29.0,0.0,665.0,22.93,0.0,6.0,0.5119638721611836,4
989,BR Taylor (NZ),30,50.0,6.0,898.0,20.4,2.0,2.0,0.5085096217261132,4
990,RC Blunt (NZ),9,13.0,1.0,330.0,27.5,0.0,1.0,0.5084389065197694,4
991,Mohammad Rafique (BDESH),33,63.0,6.0,1059.0,18.57,1.0,4.0,0.5042470076784932,4
992,KDK Vithanage (SL),10,16.0,2.0,370.0,26.42,1.0,1.0,0.4957851164579203,4
993,NM Hauritz (AUS),17,24.0,7.0,426.0,25.05,0.0,2.0,0.49534253256782534,4
994,JEF Beck (NZ),8,15.0,0.0,394.0,26.26,0.0,3.0,0.48605177424705537,4
995,JW Rutherford (AUS),1,1.0,0.0,30.0,30.0,0.0,0.0,0.4845929186638,4
996,V Yadav (INDIA),1,1.0,0.0,30.0,30.0,0.0,0.0,0.4845929186638,4
997,RW Taylor (ENG),57,83.0,12.0,1156.0,16.28,0.0,3.0,0.48206341574942857,4
998,GM Carew (WI),4,7.0,1.0,170.0,28.33,1.0,0.0,0.4718674808807584,4
999,JM How (NZ),19,35.0,1.0,772.0,22.7,0.0,4.0,0.4705966915977653,4
1000,H Verity (ENG),40,44.0,12.0,669.0,20.9,0.0,3.0,0.46891994888646715,4
1001,RB Minnett (AUS),9,15.0,0.0,391.0,26.06,0.0,3.0,0.453059013945435,4
1002,NF Druce (ENG),5,9.0,0.0,252.0,28.0,0.0,1.0,0.4526582656138875,4
1003,Ariful Haque (BDESH),2,4.0,1.0,88.0,29.33,0.0,0.0,0.45033766108590206,4
1004,S O'Linn (SA),7,12.0,1.0,297.0,27.0,0.0,2.0,0.4501824980447795,4
1005,LE Tapscott (SA),2,3.0,1.0,58.0,29.0,0.0,1.0,0.44891611719172103,4
1006,RW Morgan (NZ),20,34.0,1.0,734.0,22.24,0.0,5.0,0.44734422516620154,4
1007,J Srinath (INDIA),67,92.0,21.0,1009.0,14.21,0.0,4.0,0.44401510271299827,4
1008,JM Vince (ENG),13,22.0,0.0,548.0,24.9,0.0,3.0,0.44168513673305143,4
1009,WV Raman (INDIA),11,19.0,1.0,448.0,24.88,0.0,4.0,0.4336121979080656,4
1010,S van Zyl (SA),12,17.0,2.0,395.0,26.33,1.0,0.0,0.42775677484118907,4
1011,CA Absolom (ENG),1,2.0,0.0,58.0,29.0,0.0,1.0,0.40741404118643104,4
1012,OAC Banks (WI),10,16.0,4.0,318.0,26.5,0.0,1.0,0.3999033327283758,4
1013,B Yardley (AUS),33,54.0,4.0,978.0,19.56,0.0,4.0,0.38917936045893664,4
1014,BA Barnett (AUS),4,8.0,1.0,195.0,27.85,0.0,1.0,0.38218560228251347,4
1015,AB Tancred (SA),2,4.0,1.0,87.0,29.0,0.0,0.0,0.38193551362879546,4
1016,JEC Franklin (NZ),31,46.0,7.0,808.0,20.71,1.0,2.0,0.3771025188821697,4
1017,CD Cumming (NZ),11,19.0,2.0,441.0,25.94,0.0,1.0,0.37232366819972,4
1018,PM Siddle (AUS),67,94.0,15.0,1164.0,14.73,0.0,2.0,0.3638092823493314,4
1019,OA Shah (ENG),6,10.0,0.0,269.0,26.9,0.0,2.0,0.3578815735480292,4
1020,PM Pollock (SA),28,41.0,13.0,607.0,21.67,0.0,2.0,0.35168324522386374,4
1021,PL Mhambrey (INDIA),2,3.0,1.0,58.0,29.0,0.0,0.0,0.3510276614426718,4
1022,D Ranatunga (SL),2,3.0,0.0,87.0,29.0,0.0,0.0,0.3504341346412761,4
1023,ML Page (NZ),14,20.0,0.0,492.0,24.6,1.0,2.0,0.3490156181522347,4
1024,RJ Harris (AUS),27,39.0,11.0,603.0,21.53,0.0,3.0,0.3452524692672173,4
1025,VY Richardson (AUS),19,30.0,0.0,706.0,23.53,1.0,1.0,0.3416887108370074,4
1026,Sabbir Rahman (BDESH),11,22.0,2.0,481.0,24.05,0.0,4.0,0.34044565697347984,4
1027,WS Farrer (SA),6,10.0,2.0,221.0,27.62,0.0,0.0,0.317554327649134,4
1028,MA Vermeulen (ZIM),9,18.0,0.0,449.0,24.94,1.0,2.0,0.31664400625735933,4
1029,IR Siddiqui (INDIA),1,2.0,1.0,29.0,29.0,0.0,0.0,0.3101191122387775,4
1030,Al Sahariar (BDESH),15,30.0,0.0,683.0,22.76,0.0,4.0,0.3051229987699937,4
1031,HE van der Dussen (SA),1,2.0,0.0,57.0,28.5,0.0,1.0,0.3041053020092877,4
1032,JC Watkins (SA),15,27.0,1.0,612.0,23.53,0.0,3.0,0.30211402284494604,4
1033,CZ Harris (NZ),23,42.0,4.0,777.0,20.44,0.0,5.0,0.2912766276074064,4
1034,JFM Morrison (NZ),17,29.0,0.0,656.0,22.62,1.0,3.0,0.2862152921883985,4
1035,BC Rose (ENG),9,16.0,2.0,358.0,25.57,0.0,2.0,0.28408317490763524,4
1036,RIC Holder (WI),11,17.0,2.0,380.0,25.33,0.0,2.0,0.2812164763441033,4
1037,JWA Taylor (ENG),7,13.0,1.0,312.0,26.0,0.0,2.0,0.266765356575694,4
1038,Abdul Qadir (PAK),67,77.0,11.0,1029.0,15.59,0.0,3.0,0.26591132315553145,4
1039,JE Mills (NZ),7,10.0,1.0,241.0,26.77,1.0,0.0,0.26399712917009793,4
1040,PR Sleep (AUS),14,21.0,1.0,483.0,24.15,0.0,3.0,0.26287578842078985,4
1041,HDPK Dharmasena (SL),31,51.0,7.0,868.0,19.72,0.0,3.0,0.2543065455870799,4
1042,PR Downton (ENG),30,48.0,8.0,785.0,19.62,0.0,4.0,0.2507266523918423,4
1043,Jahurul Islam (BDESH),7,14.0,1.0,347.0,26.69,0.0,0.0,0.247429750719032,4
1044,James Langridge (ENG),8,9.0,0.0,242.0,26.88,0.0,1.0,0.2462645876824689,4
1045,JP Fellows-Smith (SA),4,8.0,2.0,166.0,27.66,0.0,0.0,0.2458774237654076,4
1046,SAR Silva (SL),9,16.0,2.0,353.0,25.21,2.0,0.0,0.24587341017225323,4
1047,GN Edwards (NZ),8,15.0,0.0,377.0,25.13,0.0,3.0,0.2431066257454111,4
1048,KADM Fernando (SL),2,3.0,1.0,56.0,28.0,0.0,1.0,0.24229863883743458,4
1049,GJ Maxwell (AUS),7,14.0,1.0,339.0,26.07,1.0,0.0,0.23233424023364874,4
1050,PH Edmonds (ENG),51,65.0,15.0,875.0,17.5,0.0,2.0,0.2307882326539891,4
1051,CS Serjeant (AUS),12,23.0,1.0,522.0,23.72,1.0,2.0,0.22365415973333566,4
1052,HS Kanitkar (INDIA),2,4.0,0.0,111.0,27.75,0.0,1.0,0.21935286227923217,4
1053,GD McGrath (AUS),124,138.0,51.0,641.0,7.36,0.0,1.0,0.21903842912670163,4
1054,DL Underwood (ENG),86,116.0,35.0,937.0,11.56,0.0,0.0,0.21593014078215605,4
1055,OJ Pope (ENG),4,6.0,0.0,164.0,27.33,0.0,1.0,0.21171868114056708,4
1056,GB Hogg (AUS),7,10.0,3.0,186.0,26.57,0.0,1.0,0.20658371247254886,4
1057,Hasan Raza (PAK),7,10.0,1.0,235.0,26.11,0.0,2.0,0.20305134760654678,4
1058,SN McGregor (NZ),25,47.0,2.0,892.0,19.82,1.0,3.0,0.20237437164780553,4
1059,LR Johnson (WI),9,16.0,0.0,403.0,25.18,0.0,2.0,0.1944664849985657,4
1060,TJ Murtagh (IRE),3,6.0,2.0,109.0,27.25,0.0,1.0,0.18840528515315497,4
1061,A Mishra (INDIA),22,32.0,2.0,648.0,21.6,0.0,4.0,0.17746422764227512,4
1062,LPJ O'Brien (AUS),5,8.0,0.0,211.0,26.37,0.0,2.0,0.17723873914848823,4
1063,GJ Gilmour (AUS),15,22.0,1.0,483.0,23.0,1.0,3.0,0.16637424235316256,4
1064,VL Mehra (INDIA),8,14.0,1.0,329.0,25.3,0.0,2.0,0.1562333657491061,4
1065,BP Gupte (INDIA),3,3.0,2.0,28.0,28.0,0.0,0.0,0.1556466998492954,4
1066,JA Jameson (ENG),4,8.0,0.0,214.0,26.75,0.0,1.0,0.14930296434580254,4
1067,GM Fullerton (SA),7,13.0,0.0,325.0,25.0,0.0,3.0,0.14845070598465104,4
1068,TA Boult (NZ),65,80.0,38.0,615.0,14.64,0.0,1.0,0.14494215954238104,4
1069,SK Sharma (INDIA),2,3.0,1.0,56.0,28.0,0.0,0.0,0.14441018308838532,4
1070,Nafees Iqbal (BDESH),11,22.0,0.0,518.0,23.54,1.0,2.0,0.14262299131632764,4
1071,RG Barlow (ENG),17,30.0,4.0,591.0,22.73,0.0,2.0,0.14097663234074173,4
1072,PW Sherwell (SA),13,22.0,4.0,427.0,23.72,1.0,1.0,0.1201272809967362,4
1073,GB Stevenson (ENG),2,2.0,1.0,28.0,28.0,0.0,0.0,0.11414462384400531,4
1074,PJ Newport (ENG),3,5.0,1.0,110.0,27.5,0.0,0.0,0.11099096647602985,4
1075,B Kumar (INDIA),21,29.0,4.0,552.0,22.08,0.0,3.0,0.10807071445129457,4
1076,NV Ojha (INDIA),1,2.0,0.0,56.0,28.0,0.0,0.0,0.10290810708309522,4
1077,MG Hughes (AUS),53,70.0,8.0,1032.0,16.64,0.0,2.0,0.10190996061246574,4
1078,JM Wiener (AUS),6,11.0,0.0,281.0,25.54,0.0,2.0,0.09861771196422545,4
1079,AR MacGibbon (NZ),26,46.0,5.0,814.0,19.85,0.0,3.0,0.09646568906355951,4
1080,MV Nagamootoo (WI),5,8.0,1.0,185.0,26.42,0.0,1.0,0.0921373336496058,4
1081,FAW Freer (AUS),1,1.0,1.0,28.0,28.0,0.0,0.0,0.09186256995067493,4
1082,JT Murray (ENG),21,28.0,5.0,506.0,22.0,1.0,2.0,0.08849804360123784,4
1083,CK Nayudu (INDIA),7,14.0,0.0,350.0,25.0,0.0,2.0,0.07890093065475115,4
1084,AA Baig (INDIA),10,18.0,0.0,428.0,23.77,1.0,2.0,0.07291706730767941,4
1085,J Shuter (ENG),1,1.0,0.0,28.0,28.0,0.0,0.0,0.0726425478387151,4
1086,SR Gillespie (NZ),1,1.0,0.0,28.0,28.0,0.0,0.0,0.0726425478387151,4
1087,RS Morton (WI),15,27.0,1.0,573.0,22.03,0.0,4.0,0.06695371515979695,4
1088,Ijaz Faqih (PAK),5,8.0,1.0,183.0,26.14,1.0,0.0,0.05282030850570629,4
1089,M Ntini (SA),101,116.0,45.0,699.0,9.84,0.0,0.0,0.05210252198356685,4
1090,GF Lawson (AUS),46,68.0,12.0,894.0,15.96,0.0,4.0,0.0517365748421311,4
1091,GL Jessop (ENG),18,26.0,0.0,569.0,21.88,1.0,3.0,0.05154609221940676,4
1092,DK Lillee (AUS),70,90.0,24.0,905.0,13.71,0.0,1.0,0.04398426692719043,4
1093,DG Cork (ENG),37,56.0,8.0,864.0,18.0,0.0,3.0,0.039195787366713475,4
1094,Manjural Islam Rana (BDESH),6,11.0,1.0,257.0,25.7,0.0,1.0,0.037387510520617895,4
1095,Afsar Zazai (AFG),3,6.0,1.0,135.0,27.0,0.0,0.0,0.036663200659779516,4
1096,TCB Fernando (SL),9,8.0,3.0,132.0,26.4,0.0,0.0,0.0345435264337321,4
1097,GJ Bailey (AUS),5,8.0,1.0,183.0,26.14,0.0,1.0,0.03335953787429463,4
1098,PAM Hands (SA),7,12.0,0.0,300.0,25.0,0.0,2.0,0.0222235698164526,4
1099,Shamsur Rahman (BDESH),6,12.0,0.0,305.0,25.41,1.0,0.0,0.021193138302789793,4
1100,SJ Rhodes (ENG),11,17.0,5.0,294.0,24.5,0.0,1.0,0.015324593190222002,4
1101,MA Holding (WI),60,76.0,10.0,910.0,13.78,0.0,6.0,0.009985036851131446,4
1102,FH Sugg (ENG),2,2.0,0.0,55.0,27.5,0.0,0.0,0.009600064923723395,4
1103,HWR Cartwright (AUS),2,2.0,0.0,55.0,27.5,0.0,0.0,0.009600064923723395,4
1104,Naoomal Jaoomal (INDIA),3,5.0,1.0,108.0,27.0,0.0,0.0,0.007039934357143063,4
1105,DA Murray (WI),19,31.0,3.0,601.0,21.46,0.0,3.0,-0.0024220271315465725,4
1106,JE Barrett (AUS),2,4.0,1.0,80.0,26.66,0.0,1.0,-0.005151049596030133,4
1107,Sohail Khan (PAK),9,12.0,2.0,252.0,25.2,0.0,1.0,-0.006986930382668233,4
1108,RW Anderson (NZ),9,18.0,0.0,423.0,23.5,0.0,3.0,-0.015195746017336531,4
1109,MS Harris (AUS),9,17.0,1.0,385.0,24.06,0.0,2.0,-0.015566248532594668,4
1110,MG Burmester (ZIM),3,4.0,2.0,54.0,27.0,0.0,0.0,-0.020705219260610475,4
1111,Mohammad Ilyas (PAK),10,19.0,0.0,441.0,23.21,1.0,2.0,-0.021438187357741473,4
1112,DT Ring (AUS),13,21.0,2.0,426.0,22.42,0.0,4.0,-0.02185303238983779,4
1113,RA Hamence (AUS),3,4.0,1.0,81.0,27.0,0.0,0.0,-0.02258333194549328,4
1114,CA Milton (ENG),6,9.0,1.0,204.0,25.5,1.0,0.0,-0.04282253700565963,4
1115,WH Scotton (ENG),15,25.0,2.0,510.0,22.17,0.0,3.0,-0.04799528261234565,4
1116,DR Smith (WI),10,14.0,1.0,320.0,24.61,1.0,0.0,-0.0496532576135339,4
1117,PM Nevill (AUS),17,23.0,2.0,468.0,22.28,0.0,3.0,-0.05694628770936638,4
1118,FR Foster (ENG),11,15.0,1.0,330.0,23.57,0.0,3.0,-0.05817834160571167,4
1119,MN Waller (ZIM),14,28.0,1.0,577.0,21.37,0.0,4.0,-0.06371616224616722,4
1120,KA Archer (AUS),5,9.0,0.0,234.0,26.0,0.0,0.0,-0.06745724802814385,4
1121,RW Tolchard (ENG),4,7.0,2.0,129.0,25.8,0.0,1.0,-0.07419949620130134,4
1122,DAR Moloney (NZ),3,6.0,0.0,156.0,26.0,0.0,1.0,-0.07651310639731462,4
1123,CL Vincent (SA),25,38.0,12.0,526.0,20.23,0.0,2.0,-0.08208803200726819,4
1124,Javed Ahmadi (AFG),2,4.0,0.0,105.0,26.25,0.0,1.0,-0.09250023407742775,4
1125,LS Rajput (INDIA),2,4.0,0.0,105.0,26.25,0.0,1.0,-0.09250023407742775,4
1126,DJ Sincock (AUS),3,4.0,1.0,80.0,26.66,0.0,0.0,-0.09303880832730865,4
1127,JH Wardle (ENG),28,41.0,8.0,653.0,19.78,0.0,2.0,-0.1029505567855403,4
1128,Humayun Farhat (PAK),1,2.0,0.0,54.0,27.0,0.0,0.0,-0.10370937127119056,4
1129,I Sharma (INDIA),96,127.0,43.0,703.0,8.36,0.0,1.0,-0.1046811350388101,4
1130,AO Malhotra (INDIA),7,10.0,1.0,226.0,25.11,0.0,1.0,-0.1059506370889936,4
1131,Hannan Sarkar (BDESH),17,33.0,0.0,662.0,20.06,0.0,5.0,-0.10803004226650997,4
1132,C Sharma (INDIA),23,27.0,9.0,396.0,22.0,0.0,1.0,-0.11279173651224589,4
1133,Shadman Islam (BDESH),6,11.0,0.0,275.0,25.0,0.0,1.0,-0.11400426336951658,4
1134,MHN Walker (AUS),34,43.0,13.0,586.0,19.53,0.0,1.0,-0.11453885633156724,4
1135,Saqlain Mushtaq (PAK),49,78.0,14.0,927.0,14.48,1.0,2.0,-0.1181324200219235,4
1136,J Briggs (ENG),33,50.0,5.0,815.0,18.11,1.0,2.0,-0.12158017363584264,4
1137,AJ Woodcock (AUS),1,1.0,0.0,27.0,27.0,0.0,0.0,-0.1333326375738269,4
1138,M Morkel (SA),86,104.0,23.0,944.0,11.65,0.0,0.0,-0.13911039615349924,4
1139,JS Foster (ENG),7,12.0,3.0,226.0,25.11,0.0,0.0,-0.14083633486300412,4
1140,JT Ikin (ENG),18,31.0,2.0,606.0,20.89,0.0,3.0,-0.14547103026091465,4
1141,DR Parry (WI),12,20.0,3.0,381.0,22.41,0.0,3.0,-0.15376003122342735,4
1142,EE Hemmings (ENG),16,21.0,4.0,383.0,22.52,0.0,2.0,-0.15627311585859935,4
1143,AE Relf (ENG),13,21.0,3.0,416.0,23.11,0.0,1.0,-0.16104161113761079,4
1144,E Chigumbura (ZIM),14,27.0,0.0,569.0,21.07,0.0,4.0,-0.16195575250887514,4
1145,Talat Ali (PAK),10,18.0,2.0,370.0,23.12,0.0,2.0,-0.17671148557600894,4
1146,A Chopra (INDIA),10,19.0,0.0,437.0,23.0,0.0,2.0,-0.1844764929240447,4
1147,CR Browne (WI),4,8.0,1.0,176.0,25.14,0.0,1.0,-0.18647010220648036,4
1148,BH Pairaudeau (WI),13,21.0,0.0,454.0,21.61,1.0,3.0,-0.1891677465148729,4
