,Player,Mat,Inn,NO,Runs,Avg,100,50
1734,Robiul Islam (BDESH),9,17.0,6.0,99.0,9.0,0.0,0.0
1735,Shafiq Ahmed (PAK),6,10.0,1.0,99.0,11.0,0.0,0.0
1736,Shahriar Hossain (BDESH),3,5.0,0.0,99.0,19.8,0.0,0.0
1737,Umar Amin (PAK),4,8.0,0.0,99.0,12.37,0.0,0.0
1738,RK Chauhan (INDIA),21,17.0,3.0,98.0,7.0,0.0,0.0
1739,CM Christiani (WI),4,7.0,2.0,98.0,19.6,0.0,0.0
1740,WM Clark (AUS),10,19.0,2.0,98.0,5.76,0.0,0.0
1741,AC Cummins (WI),5,6.0,1.0,98.0,19.6,0.0,1.0
1742,ELG Hoad (WI),4,8.0,0.0,98.0,12.25,0.0,0.0
1743,S Muthusamy (SA),2,4.0,2.0,98.0,49.0,0.0,0.0
1744,IAR Peebles (ENG),13,17.0,8.0,98.0,10.88,0.0,0.0
1745,V Permaul (WI),6,9.0,1.0,98.0,12.25,0.0,0.0
1746,Aftab Baloch (PAK),2,3.0,1.0,97.0,48.5,0.0,1.0
1747,JC Archer (ENG),7,12.0,0.0,97.0,8.08,0.0,0.0
1748,Hasibul Hossain (BDESH),5,10.0,1.0,97.0,10.77,0.0,0.0
1749,AR Kapoor (INDIA),4,6.0,1.0,97.0,19.4,0.0,0.0
1750,GAE Paine (ENG),4,7.0,1.0,97.0,16.16,0.0,0.0
1751,CP Senanayake (SL),3,5.0,0.0,97.0,19.4,0.0,1.0
1752,LF Townsend (ENG),4,6.0,0.0,97.0,16.16,0.0,0.0
1753,GD Varnals (SA),3,6.0,0.0,97.0,16.16,0.0,0.0
1754,GD Watson (AUS),5,9.0,0.0,97.0,10.77,0.0,1.0
1755,IDR Bradshaw (WI),5,8.0,1.0,96.0,13.71,0.0,0.0
1756,R Clarke (ENG),2,3.0,0.0,96.0,32.0,0.0,1.0
1757,DV Dyer (SA),3,6.0,0.0,96.0,16.0,0.0,1.0
1758,PE McEwan (NZ),4,7.0,1.0,96.0,16.0,0.0,0.0
1759,G MacGregor (ENG),8,11.0,3.0,96.0,12.0,0.0,0.0
1760,KMA Paul (WI),3,6.0,0.0,96.0,16.0,0.0,0.0
1761,WV Rodriguez (WI),5,7.0,0.0,96.0,13.71,0.0,1.0
1762,VH Stollmeyer (WI),1,1.0,0.0,96.0,96.0,0.0,1.0
1763,B Warnapura (SL),4,8.0,0.0,96.0,12.0,0.0,0.0
1764,KJ Abbott (SA),11,14.0,0.0,95.0,6.78,0.0,0.0
1765,HDG Leveson Gower (ENG),3,6.0,2.0,95.0,23.75,0.0,0.0
1766,RP Snell (SA),5,8.0,1.0,95.0,13.57,0.0,0.0
1767,HK Badani (INDIA),4,7.0,1.0,94.0,15.66,0.0,0.0
1768,KS Lokuarachchi (SL),4,5.0,1.0,94.0,23.5,0.0,0.0
1769,Hon.A Lyttelton (ENG),4,7.0,1.0,94.0,15.66,0.0,0.0
1770,K Thomson (NZ),2,4.0,1.0,94.0,31.33,0.0,1.0
1771,T Thushara (SL),10,14.0,3.0,94.0,8.54,0.0,0.0
1772,DJ Vilas (SA),6,9.0,0.0,94.0,10.44,0.0,0.0
1773,AS Wassan (INDIA),4,5.0,1.0,94.0,23.5,0.0,1.0
1774,Yasir Arafat (PAK),3,3.0,1.0,94.0,47.0,0.0,1.0
1775,Asif Masood (PAK),16,19.0,10.0,93.0,10.33,0.0,0.0
1776,MRCN Bandaratilleke (SL),7,9.0,1.0,93.0,11.62,0.0,0.0
1777,OD Gibson (WI),2,4.0,0.0,93.0,23.25,0.0,0.0
1778,J Hunter (ENG),5,7.0,2.0,93.0,18.6,0.0,0.0
1779,AS Kennedy (ENG),5,8.0,2.0,93.0,15.5,0.0,0.0
1780,Mohammad Abbas (PAK),17,24.0,11.0,93.0,7.15,0.0,0.0
1781,PI Philpott (AUS),8,10.0,1.0,93.0,10.33,0.0,0.0
1782,BA Reid (AUS),27,34.0,14.0,93.0,4.65,0.0,0.0
1783,G Bean (ENG),3,5.0,0.0,92.0,18.4,0.0,1.0
1784,AG Milkha Singh (INDIA),4,6.0,0.0,92.0,15.33,0.0,0.0
1785,SD Anurasiri (SL),18,22.0,5.0,91.0,5.35,0.0,0.0
1786,JG Binks (ENG),2,4.0,0.0,91.0,22.75,0.0,1.0
1787,CE Eksteen (SA),7,11.0,2.0,91.0,10.11,0.0,0.0
1788,HC Griffith (WI),13,23.0,5.0,91.0,5.05,0.0,0.0
1789,R Pilling (ENG),8,13.0,1.0,91.0,7.58,0.0,0.0
1790,AK Roy (INDIA),4,7.0,0.0,91.0,13.0,0.0,0.0
1791,Al-Amin Hossain (BDESH),7,11.0,7.0,90.0,22.5,0.0,0.0
1792,T Campbell (SA),5,9.0,3.0,90.0,15.0,0.0,0.0
1793,TL Chatara (ZIM),9,16.0,2.0,90.0,6.42,0.0,0.0
1794,J Cowie (NZ),9,13.0,4.0,90.0,10.0,0.0,0.0
1795,KM Dabengwa (ZIM),3,6.0,0.0,90.0,15.0,0.0,0.0
1796,TN Madondo (ZIM),3,4.0,1.0,90.0,30.0,0.0,1.0
1797,NA Quinn (SA),12,18.0,3.0,90.0,6.0,0.0,0.0
1798,BG Rogers (ZIM),4,8.0,0.0,90.0,11.25,0.0,0.0
1799,GR Hazlitt (AUS),9,12.0,4.0,89.0,11.12,0.0,0.0
1800,G Kishenchand (INDIA),5,10.0,0.0,89.0,8.9,0.0,0.0
1801,RN Lewis (WI),5,10.0,0.0,89.0,8.9,0.0,0.0
1802,PP Ojha (INDIA),24,27.0,17.0,89.0,8.9,0.0,0.0
1803,NM Parker (NZ),3,6.0,0.0,89.0,14.83,0.0,0.0
1804,Tushar Imran (BDESH),5,10.0,0.0,89.0,8.9,0.0,0.0
1805,Ariful Haque (BDESH),2,4.0,1.0,88.0,29.33,0.0,0.0
1806,CK Coventry (ZIM),2,4.0,0.0,88.0,22.0,0.0,0.0
1807,SMS Kaluperuma (SL),4,8.0,0.0,88.0,11.0,0.0,0.0
1808,M Kartik (INDIA),8,10.0,1.0,88.0,9.77,0.0,0.0
1809,TR McKibbin (AUS),5,8.0,2.0,88.0,14.66,0.0,0.0
1810,SW Masakadza (ZIM),5,9.0,1.0,88.0,11.0,0.0,0.0
1811,AN Ranasinghe (SL),2,4.0,0.0,88.0,22.0,0.0,1.0
1812,Shabbir Ahmed (PAK),10,15.0,5.0,88.0,8.8,0.0,0.0
1813,Zulqarnain Haider (PAK),1,2.0,0.0,88.0,44.0,0.0,1.0
1814,ST Callaway (AUS),3,6.0,1.0,87.0,17.4,0.0,0.0
1815,TJ Laughlin (AUS),3,5.0,0.0,87.0,17.4,0.0,0.0
1816,MP Maynard (ENG),4,8.0,0.0,87.0,10.87,0.0,0.0
1817,D Ranatunga (SL),2,3.0,0.0,87.0,29.0,0.0,0.0
1818,ET Smith (ENG),3,5.0,0.0,87.0,17.4,0.0,1.0
1819,AB Tancred (SA),2,4.0,1.0,87.0,29.0,0.0,0.0
1820,GD Elliott (NZ),5,9.0,1.0,86.0,10.75,0.0,0.0
1821,EG Hayes (ENG),5,9.0,1.0,86.0,10.75,0.0,0.0
1822,ND Howard (ENG),4,6.0,1.0,86.0,17.2,0.0,0.0
1823,RC Irani (ENG),3,5.0,0.0,86.0,17.2,0.0,0.0
1824,JDA O'Connor (AUS),4,8.0,1.0,86.0,12.28,0.0,0.0
1825,SNJ O'Keefe (AUS),9,13.0,4.0,86.0,9.55,0.0,0.0
1826,JR Gunn (ENG),6,10.0,2.0,85.0,10.62,0.0,0.0
1827,Mohammad Farooq (PAK),7,9.0,4.0,85.0,17.0,0.0,0.0
1828,SG Shinde (INDIA),7,11.0,5.0,85.0,14.16,0.0,0.0
1829,D Taylor (SA),2,4.0,0.0,85.0,21.25,0.0,0.0
1830,DJ Colley (AUS),3,4.0,0.0,84.0,21.0,0.0,1.0
1831,LA Dawson (ENG),3,6.0,2.0,84.0,21.0,0.0,1.0
1832,AS Joseph (WI),9,15.0,0.0,84.0,5.6,0.0,0.0
1833,RR Jumadeen (WI),12,14.0,10.0,84.0,21.0,0.0,1.0
1834,Yuvraj of Patiala (INDIA),1,2.0,0.0,84.0,42.0,0.0,1.0
1835,MA Seymour (SA),7,10.0,3.0,84.0,12.0,0.0,0.0
1836,U Afzaal (ENG),3,6.0,1.0,83.0,16.6,0.0,1.0
1837,W Barber (ENG),2,4.0,0.0,83.0,20.75,0.0,0.0
1838,J Botha (SA),5,6.0,2.0,83.0,20.75,0.0,0.0
1839,DT Hondo (ZIM),9,15.0,6.0,83.0,9.22,0.0,0.0
1840,SW Sohoni (INDIA),4,7.0,2.0,83.0,16.6,0.0,0.0
1841,JG Thomas (ENG),5,10.0,4.0,83.0,13.83,0.0,0.0
1842,Amir Elahi (INDIA/PAK),6,9.0,1.0,82.0,10.25,0.0,0.0
1843,E Evans (AUS),6,10.0,2.0,82.0,10.25,0.0,0.0
1844,TS Roland-Jones (ENG),4,6.0,2.0,82.0,20.5,0.0,0.0
1845,M Zondeki (SA),6,5.0,0.0,82.0,16.4,0.0,1.0
1846,EE Achong (WI),6,11.0,1.0,81.0,8.1,0.0,0.0
1847,JH de Courcy (AUS),3,6.0,1.0,81.0,16.2,0.0,0.0
1848,GN Francis (WI),10,18.0,4.0,81.0,5.78,0.0,0.0
1849,RA Hamence (AUS),3,4.0,1.0,81.0,27.0,0.0,0.0
1850,ET Killick (ENG),2,4.0,0.0,81.0,20.25,0.0,0.0
1851,AE Knight (ENG),3,6.0,1.0,81.0,16.2,0.0,1.0
1852,SI Mahmood (ENG),8,11.0,1.0,81.0,8.1,0.0,0.0
1853,Manjural Islam (BDESH),17,33.0,11.0,81.0,3.68,0.0,0.0
1854,IL Mendonca (WI),2,2.0,0.0,81.0,40.5,0.0,1.0
1855,WN Slack (ENG),3,6.0,0.0,81.0,13.5,0.0,1.0
1856,JE Barrett (AUS),2,4.0,1.0,80.0,26.66,0.0,1.0
1857,T Duffin (ZIM),2,4.0,0.0,80.0,20.0,0.0,1.0
1858,AEV Hartkopf (AUS),1,2.0,0.0,80.0,40.0,0.0,1.0
1859,JM Kemp (SA),4,6.0,0.0,80.0,13.33,0.0,1.0
1860,RD Parkar (INDIA),2,4.0,0.0,80.0,20.0,0.0,0.0
1861,DJ Sincock (AUS),3,4.0,1.0,80.0,26.66,0.0,0.0
1862,DM Smith (ENG),2,4.0,0.0,80.0,20.0,0.0,0.0
1863,A Wood (ENG),4,5.0,1.0,80.0,20.0,0.0,1.0
1864,TM Chappell (AUS),3,6.0,1.0,79.0,15.8,0.0,0.0
1865,JA Maclean (AUS),4,8.0,1.0,79.0,11.28,0.0,0.0
1866,JA Small (WI),3,6.0,0.0,79.0,13.16,0.0,1.0
1867,A Fielder (ENG),6,12.0,5.0,78.0,11.14,0.0,0.0
1868,MN Lathwell (ENG),2,4.0,0.0,78.0,19.5,0.0,0.0
1869,RAL Massie (AUS),6,8.0,1.0,78.0,11.14,0.0,0.0
1870,SF Mire (ZIM),2,4.0,0.0,78.0,19.5,0.0,0.0
1871,P Bhandari (INDIA),3,4.0,0.0,77.0,19.25,0.0,0.0
1872,A Greenwood (ENG),2,4.0,0.0,77.0,19.25,0.0,0.0
1873,A Nehra (INDIA),17,25.0,11.0,77.0,5.5,0.0,0.0
1874,ASA Perera (SL),3,4.0,1.0,77.0,25.66,0.0,0.0
1875,JN Shepherd (WI),5,8.0,0.0,77.0,9.62,0.0,0.0
1876,DCH Townsend (ENG),3,6.0,0.0,77.0,12.83,0.0,0.0
1877,Ata-ur-Rehman (PAK),13,15.0,6.0,76.0,8.44,0.0,0.0
1878,IG Butler (NZ),8,10.0,2.0,76.0,9.5,0.0,0.0
1879,GHG Doggart (ENG),2,4.0,0.0,76.0,19.0,0.0,0.0
1880,B Dooland (AUS),3,5.0,1.0,76.0,19.0,0.0,0.0
1881,A D'Souza (PAK),6,10.0,8.0,76.0,38.0,0.0,0.0
1882,MR Gillespie (NZ),5,8.0,1.0,76.0,10.85,0.0,0.0
1883,PJ Loader (ENG),13,19.0,6.0,76.0,5.84,0.0,0.0
1884,LC Mayne (AUS),6,11.0,3.0,76.0,9.5,0.0,0.0
1885,F Nicholson (SA),4,8.0,1.0,76.0,10.85,0.0,0.0
1886,RM Poore (SA),3,6.0,0.0,76.0,12.66,0.0,0.0
1887,DW Allan (WI),5,7.0,1.0,75.0,12.5,0.0,0.0
1888,H Donnan (AUS),5,10.0,1.0,75.0,8.33,0.0,0.0
1889,MK Elgie (SA),3,6.0,0.0,75.0,12.5,0.0,1.0
1890,JT Ward (NZ),8,12.0,6.0,75.0,12.5,0.0,0.0
1891,D Wilson (ENG),6,7.0,1.0,75.0,12.5,0.0,0.0
1892,JER Gallian (ENG),3,6.0,0.0,74.0,12.33,0.0,0.0
1893,AG Huckle (ZIM),8,14.0,3.0,74.0,6.72,0.0,0.0
1894,HH Kanitkar (INDIA),2,4.0,0.0,74.0,18.5,0.0,0.0
1895,A Maregwede (ZIM),2,4.0,0.0,74.0,18.5,0.0,0.0
1896,BP Martin (NZ),5,6.0,1.0,74.0,14.8,0.0,0.0
1897,NO Perry (WI),4,7.0,1.0,74.0,12.33,0.0,0.0
1898,Shakeel Ahmed jnr (PAK),3,5.0,0.0,74.0,14.8,0.0,0.0
1899,ET Willett (WI),5,8.0,3.0,74.0,14.8,0.0,0.0
1900,Anamul Haque (BDESH),4,8.0,0.0,73.0,9.12,0.0,0.0
1901,Bilal Asif (PAK),5,8.0,0.0,73.0,9.12,0.0,0.0
1902,JA Hayes (NZ),15,22.0,7.0,73.0,4.86,0.0,0.0
1903,JA McCollum (IRE),2,4.0,0.0,73.0,18.25,0.0,0.0
1904,WE Merritt (NZ),6,8.0,1.0,73.0,10.42,0.0,0.0
1905,DJ Mitchell (NZ),1,1.0,0.0,73.0,73.0,0.0,1.0
1906,JT Partridge (SA),11,12.0,5.0,73.0,10.42,0.0,0.0
1907,EWT Tindill (NZ),5,9.0,1.0,73.0,9.12,0.0,0.0
1908,ERH Toshack (AUS),12,11.0,6.0,73.0,14.6,0.0,0.0
1909,HE Dollery (ENG),4,7.0,0.0,72.0,10.28,0.0,0.0
1910,S Elworthy (SA),4,5.0,1.0,72.0,18.0,0.0,0.0
1911,KO Meth (ZIM),2,4.0,1.0,72.0,24.0,0.0,0.0
1912,TW Routledge (SA),4,8.0,0.0,72.0,9.0,0.0,0.0
1913,A Sanford (WI),11,17.0,2.0,72.0,4.8,0.0,0.0
1914,EG Wynyard (ENG),3,6.0,0.0,72.0,12.0,0.0,0.0
1915,MJ Bennett (AUS),3,5.0,2.0,71.0,23.66,0.0,0.0
1916,WH Brann (SA),3,5.0,0.0,71.0,14.2,0.0,1.0
1917,RO Butcher (ENG),3,5.0,0.0,71.0,14.2,0.0,0.0
1918,AHH Gilligan (ENG),4,4.0,0.0,71.0,17.75,0.0,0.0
1919,DD Hindlekar (INDIA),4,7.0,2.0,71.0,14.2,0.0,0.0
1920,GJ Hopkins (NZ),4,7.0,1.0,71.0,11.83,0.0,0.0
1921,PA Horne (NZ),4,7.0,0.0,71.0,10.14,0.0,0.0
1922,SP James (ENG),2,4.0,0.0,71.0,17.75,0.0,0.0
1923,JJ Krejza (AUS),2,4.0,1.0,71.0,23.66,0.0,0.0
1924,JE Morris (ENG),3,5.0,2.0,71.0,23.66,0.0,0.0
1925,P Roy (INDIA),2,3.0,1.0,71.0,35.5,0.0,1.0
1926,DP Sibley (ENG),3,5.0,0.0,71.0,14.2,0.0,0.0
1927,AW White (WI),2,4.0,1.0,71.0,23.66,0.0,1.0
1928,R Beaumont (SA),5,9.0,0.0,70.0,7.77,0.0,0.0
1929,Bilawal Bhatti (PAK),2,3.0,1.0,70.0,35.0,0.0,0.0
1930,NW Bracken (AUS),5,6.0,2.0,70.0,17.5,0.0,0.0
1931,LG Hylton (WI),6,8.0,2.0,70.0,11.66,0.0,0.0
1932,Nayeem Hasan (BDESH),4,6.0,2.0,70.0,17.5,0.0,0.0
1933,E Peate (ENG),9,14.0,8.0,70.0,11.66,0.0,0.0
1934,GA Smithson (ENG),2,3.0,0.0,70.0,23.33,0.0,0.0
1935,AJ Bell (SA),16,23.0,12.0,69.0,6.27,0.0,0.0
1936,PVD Chameera (SL),8,15.0,2.0,69.0,5.3,0.0,0.0
1937,SHM Colah (INDIA),2,4.0,0.0,69.0,17.25,0.0,0.0
1938,GJ Crocker (ZIM),3,4.0,1.0,69.0,23.0,0.0,0.0
1939,DK Liyanage (SL),9,9.0,0.0,69.0,7.66,0.0,0.0
1940,Mohammad Shahzad (AFG),2,4.0,0.0,69.0,17.25,0.0,0.0
1941,NI Thomson (ENG),5,4.0,1.0,69.0,23.0,0.0,0.0
1942,AC Waller (ZIM),2,3.0,0.0,69.0,23.0,0.0,1.0
1943,WJ Edwards (AUS),3,6.0,0.0,68.0,11.33,0.0,0.0
1944,H Jupp (ENG),2,4.0,0.0,68.0,17.0,0.0,1.0
1945,MG Melle (SA),7,12.0,4.0,68.0,8.5,0.0,0.0
1946,WH Milton (SA),3,6.0,0.0,68.0,11.33,0.0,0.0
1947,Taskin Ahmed (BDESH),5,10.0,0.0,68.0,6.8,0.0,0.0
1948,MR Whitney (AUS),12,19.0,8.0,68.0,6.18,0.0,0.0
1949,JT Ball (ENG),4,8.0,0.0,67.0,8.37,0.0,0.0
1950,MK Mantri (INDIA),4,8.0,1.0,67.0,9.57,0.0,0.0
1951,WD Parnell (SA),6,4.0,0.0,67.0,16.75,0.0,0.0
1952,MW Pringle (SA),4,6.0,2.0,67.0,16.75,0.0,0.0
1953,CP Schofield (ENG),2,3.0,0.0,67.0,22.33,0.0,1.0
1954,MW Sievers (AUS),3,6.0,1.0,67.0,13.4,0.0,0.0
1955,PM Such (ENG),11,16.0,5.0,67.0,6.09,0.0,0.0
1956,NFD Thomson (AUS),2,4.0,0.0,67.0,16.75,0.0,0.0
1957,CV Wight (WI),2,4.0,1.0,67.0,22.33,0.0,0.0
1958,Afaq Hussain (PAK),2,4.0,4.0,66.0,,0.0,0.0
1959,TK Curran (ENG),2,3.0,1.0,66.0,33.0,0.0,0.0
1960,M Hayward (SA),16,17.0,8.0,66.0,7.33,0.0,0.0
1961,RD King (WI),19,27.0,8.0,66.0,3.47,0.0,0.0
1962,A Kuruvilla (INDIA),10,11.0,1.0,66.0,6.6,0.0,0.0
1963,WS Lees (ENG),5,9.0,3.0,66.0,11.0,0.0,0.0
1964,JSE Price (ENG),15,15.0,6.0,66.0,7.33,0.0,0.0
1965,JT Botten (SA),3,6.0,0.0,65.0,10.83,0.0,0.0
1966,WR Cuttell (ENG),2,4.0,0.0,65.0,16.25,0.0,0.0
1967,KSC de Silva (SL),8,12.0,5.0,65.0,9.28,0.0,0.0
1968,RM Edwards (WI),5,8.0,1.0,65.0,9.28,0.0,0.0
1969,CW Henderson (SA),7,7.0,0.0,65.0,9.28,0.0,0.0
1970,AJ Hollioake (ENG),4,6.0,0.0,65.0,10.83,0.0,0.0
1971,WER Somerville (NZ),3,4.0,2.0,65.0,32.5,0.0,0.0
1972,SJ Staples (ENG),3,5.0,0.0,65.0,13.0,0.0,0.0
1973,AP Binns (WI),5,8.0,1.0,64.0,9.14,0.0,0.0
1974,GH Dockrell (IRE),1,2.0,0.0,64.0,32.0,0.0,0.0
1975,ERH Fuller (SA),7,9.0,1.0,64.0,8.0,0.0,0.0
1976,TJD Kelly (AUS),2,3.0,0.0,64.0,21.33,0.0,0.0
1977,JH King (ENG),1,2.0,0.0,64.0,32.0,0.0,1.0
1978,GF Linde (SA),1,2.0,0.0,64.0,32.0,0.0,0.0
1979,ER Mayne (AUS),4,4.0,1.0,64.0,21.33,0.0,0.0
1980,Naved Ashraf (PAK),2,3.0,0.0,64.0,21.33,0.0,0.0
1981,SR Thompson (IRE),3,6.0,0.0,64.0,10.66,0.0,1.0
1982,PE Whitelaw (NZ),2,4.0,2.0,64.0,32.0,0.0,0.0
1983,S Badrinath (INDIA),2,3.0,0.0,63.0,21.0,0.0,1.0
1984,HRJ Charlwood (ENG),2,4.0,0.0,63.0,15.75,0.0,0.0
1985,GWA Chubb (SA),5,9.0,3.0,63.0,10.5,0.0,0.0
1986,CEL Jones (WI),4,7.0,0.0,63.0,9.0,0.0,0.0
1987,Mohammad Munaf (PAK),4,7.0,2.0,63.0,12.6,0.0,0.0
1988,H Philipson (ENG),5,8.0,1.0,63.0,9.0,0.0,0.0
1989,VA Singh (WI),3,6.0,0.0,63.0,10.5,0.0,0.0
1990,NS Asgarali (WI),2,4.0,0.0,62.0,15.5,0.0,0.0
1991,Hon.IFW Bligh (ENG),4,7.0,1.0,62.0,10.33,0.0,0.0
1992,WP Bradburn (NZ),2,4.0,0.0,62.0,15.5,0.0,0.0
1993,CGD Burger (SA),2,4.0,1.0,62.0,20.66,0.0,0.0
1994,RGA Headley (WI),2,4.0,0.0,62.0,15.5,0.0,0.0
1995,KW Hough (NZ),2,3.0,2.0,62.0,62.0,0.0,0.0
1996,C Newberry (SA),4,8.0,0.0,62.0,7.75,0.0,0.0
1997,JA Rennie (ZIM),4,6.0,1.0,62.0,12.4,0.0,0.0
1998,Harry Elliott (ENG),4,5.0,1.0,61.0,15.25,0.0,0.0
1999,Haseeb Ahsan (PAK),12,16.0,7.0,61.0,6.77,0.0,0.0
2000,PJ Ingram (NZ),2,4.0,0.0,61.0,15.25,0.0,0.0
2001,WR James (ZIM),4,4.0,0.0,61.0,15.25,0.0,0.0
2002,NC McGarrell (WI),4,6.0,2.0,61.0,15.25,0.0,0.0
2003,AE Moss (ENG),9,7.0,1.0,61.0,10.16,0.0,0.0
2004,RV Divecha (INDIA),5,5.0,0.0,60.0,12.0,0.0,0.0
2005,R Gilchrist (WI),13,14.0,3.0,60.0,5.45,0.0,0.0
2006,DW Gregory (AUS),3,5.0,2.0,60.0,20.0,0.0,0.0
2007,PM Hornibrook (AUS),6,7.0,1.0,60.0,10.0,0.0,0.0
2008,MJ Horton (ENG),2,2.0,0.0,60.0,30.0,0.0,1.0
2009,DV Lawrence (ENG),5,6.0,0.0,60.0,10.0,0.0,0.0
2010,G Millman (ENG),6,7.0,2.0,60.0,12.0,0.0,0.0
2011,JK Moss (AUS),1,2.0,1.0,60.0,60.0,0.0,0.0
2012,MM Patel (INDIA),13,14.0,6.0,60.0,7.5,0.0,0.0
2013,SG Peall (ZIM),4,6.0,2.0,60.0,15.0,0.0,0.0
2014,W Watson (NZ),15,18.0,6.0,60.0,5.0,0.0,0.0
2015,Arif Butt (PAK),3,5.0,0.0,59.0,11.8,0.0,0.0
2016,BA Bolton (NZ),2,3.0,0.0,59.0,19.66,0.0,0.0
2017,HD Bromfield (SA),9,12.0,7.0,59.0,11.8,0.0,0.0
2018,Enamul Haque jnr (BDESH),15,26.0,16.0,59.0,5.9,0.0,0.0
2019,GAL Hearne (SA),3,5.0,0.0,59.0,11.8,0.0,0.0
2020,RL Johnson (ENG),3,4.0,0.0,59.0,14.75,0.0,0.0
2021,TC O'Brien (ENG),5,8.0,0.0,59.0,7.37,0.0,0.0
2022,CA Absolom (ENG),1,2.0,0.0,58.0,29.0,0.0,1.0
2023,CE Cuffy (WI),15,23.0,9.0,58.0,4.14,0.0,0.0
2024,K Farnes (ENG),15,17.0,5.0,58.0,4.83,0.0,0.0
2025,SR Harmer (SA),5,6.0,1.0,58.0,11.6,0.0,0.0
2026,LF Kline (AUS),13,16.0,9.0,58.0,8.28,0.0,0.0
2027,EA Martindale (WI),10,14.0,3.0,58.0,5.27,0.0,0.0
2028,PL Mhambrey (INDIA),2,3.0,1.0,58.0,29.0,0.0,0.0
2029,FW Milligan (ENG),2,4.0,0.0,58.0,14.5,0.0,0.0
2030,JA Morkel (SA),1,1.0,0.0,58.0,58.0,0.0,1.0
2031,WTS Porterfield (IRE),3,6.0,0.0,58.0,9.66,0.0,0.0
2032,SC Stayers (WI),4,4.0,1.0,58.0,19.33,0.0,0.0
2033,LE Tapscott (SA),2,3.0,1.0,58.0,29.0,0.0,1.0
2034,DR Gilbert (AUS),9,12.0,4.0,57.0,7.12,0.0,0.0
2035,WW Keeton (ENG),2,4.0,0.0,57.0,14.25,0.0,0.0
2036,PK Lee (AUS),2,3.0,0.0,57.0,19.0,0.0,0.0
2037,Mohammad Shahid (BDESH),5,6.0,1.0,57.0,11.4,0.0,0.0
2038,JL Ontong (SA),2,4.0,1.0,57.0,19.0,0.0,0.0
2039,GC Shillingford (WI),7,8.0,1.0,57.0,8.14,0.0,0.0
2040,K Taylor (ENG),3,5.0,0.0,57.0,11.4,0.0,0.0
2041,HE van der Dussen (SA),1,2.0,0.0,57.0,28.5,0.0,1.0
2042,DP Viljoen (ZIM),2,4.0,0.0,57.0,14.25,0.0,0.0
2043,TD Astle (NZ),4,4.0,0.0,56.0,14.0,0.0,0.0
2044,KADM Fernando (SL),2,3.0,1.0,56.0,28.0,0.0,1.0
2045,MS Hardikar (INDIA),2,4.0,1.0,56.0,18.66,0.0,0.0
2046,Mustafizur Rahman (BDESH),13,19.0,6.0,56.0,4.3,0.0,0.0
2047,NV Ojha (INDIA),1,2.0,0.0,56.0,28.0,0.0,0.0
2048,MW Priest (NZ),3,4.0,0.0,56.0,14.0,0.0,0.0
2049,SK Sharma (INDIA),2,3.0,1.0,56.0,28.0,0.0,0.0
2050,GP Bilby (NZ),2,4.0,0.0,55.0,13.75,0.0,0.0
2051,HWR Cartwright (AUS),2,2.0,0.0,55.0,27.5,0.0,0.0
2052,Lord Hawke (ENG),5,8.0,1.0,55.0,7.85,0.0,0.0
2053,PS Masvaure (ZIM),2,4.0,0.0,55.0,13.75,0.0,0.0
2054,M Nissar (INDIA),6,11.0,3.0,55.0,6.87,0.0,0.0
2055,BA Parchment (WI),2,4.0,0.0,55.0,13.75,0.0,0.0
2056,COC Pearse (SA),3,6.0,0.0,55.0,9.16,0.0,0.0
2057,FH Sugg (ENG),2,2.0,0.0,55.0,27.5,0.0,0.0
2058,GB Troup (NZ),15,18.0,6.0,55.0,4.58,0.0,0.0
2059,AMJG Amerasinghe (SL),2,4.0,1.0,54.0,18.0,0.0,0.0
2060,DE Bollinger (AUS),12,14.0,7.0,54.0,7.71,0.0,0.0
2061,MG Burmester (ZIM),3,4.0,2.0,54.0,27.0,0.0,0.0
2062,LO Fleetwood-Smith (AUS),10,11.0,5.0,54.0,9.0,0.0,0.0
2063,A Gandotra (INDIA),2,4.0,0.0,54.0,13.5,0.0,0.0
2064,ND Hirwani (INDIA),17,22.0,12.0,54.0,5.4,0.0,0.0
2065,Humayun Farhat (PAK),1,2.0,0.0,54.0,27.0,0.0,0.0
2066,DJ Knight (ENG),2,4.0,0.0,54.0,13.5,0.0,0.0
2067,SG Law (AUS),1,1.0,1.0,54.0,,0.0,1.0
2068,EL McCormick (AUS),12,14.0,5.0,54.0,6.0,0.0,0.0
2069,CD Matthews (AUS),3,5.0,0.0,54.0,10.8,0.0,0.0
2070,RO Scarlett (WI),3,4.0,1.0,54.0,18.0,0.0,0.0
2071,WPA Crawford (AUS),4,5.0,2.0,53.0,17.66,0.0,0.0
2072,O Henry (SA),3,3.0,0.0,53.0,17.66,0.0,0.0
2073,VB John (SL),6,10.0,5.0,53.0,10.6,0.0,0.0
2074,HC Nitschke (AUS),2,2.0,0.0,53.0,26.5,0.0,0.0
2075,RL Powell (WI),2,3.0,0.0,53.0,17.66,0.0,0.0
2076,CG Rackemann (AUS),12,14.0,4.0,53.0,5.3,0.0,0.0
2077,AK Sharma (INDIA),1,2.0,0.0,53.0,26.5,0.0,0.0
2078,Abdur Rauf (PAK),3,6.0,0.0,52.0,8.66,0.0,0.0
2079,G Alexander (AUS),2,4.0,0.0,52.0,13.0,0.0,0.0
